ERP SKU,Description,Brand,CAS,PackSize,Last Direct Cost,Partner,Wholesales,Dealer,User,LinearFormula,FormulaWeight,Density,FlashPoint,MeltingPoint,BoilingPoint,UNNumber,HazardClass,PackingGroup,TariffCode,StorageConditions,Shipment,ShelfLifeMonths,Id
ALF-045663.GE,"Nitinol foil, 0.05mm (0.002in) thick, shape memory, flat annealed, pickled surface",THEM,,25g,,3790,4550,5010,5770,,,,,,,,,,7506200000,Ambient,Air/Sea/Road,360,AD6590C9-FE7C-42B5-8B9B-6922F6507A17
ALF-045666.KS,"Zinc selenide Optical Window, 12.7mm (0.5in) dia x 2mm (0.08in) thick",THEM,,100g,,11780,14140,15560,17900,,,,,,,,,,9027900000,Ambient,Air/Sea/Road,360,907A510A-B993-4724-A2A1-1F635AA229C8
ALF-045668.KS,"Boron Nitride Rectangular Plate;Length (mm), 125;Width (mm), 125;Thick (mm), 6.4",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2850002090,Ambient,Air/Sea/Road,360,C39BA38C-320B-45C5-9658-09FE59022F8F
ALF-045680.KS,"Magnesium Oxide Crucible, Cylindrical, Flat Base, OD(mm) 43, Height(mm) 50",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,087703AA-C9C5-4AFB-9588-3CB95ED52E4D
ALF-045733.KS,"Magnesium Oxide Crucible, Cylindrical, Flat Base;OD (mm), 25;Height (mm), 25",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,F1D2A961-316C-4B4A-B83B-0B3D966681E6
ALF-045735.KS,"Dysprosium sputtering target, 50.8mm dia x 3.18mm thick",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,8543900000,Ambient,Air/Sea/Road,360,E65AC259-0B10-483B-AF72-904833C50D93
ALF-045737.KS,"Gadolinium sputtering target, 50.8mm dia x 3.18mm thick",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,8543900000,Ambient,Air/Sea/Road,360,FB2F0877-38D4-4ACF-8873-606013FA6700
ALF-045749.KS,"Magnesium Oxide Rectangular Tray;Length (mm), 50;Width (mm), 50;Height (mm), 12.7",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,2A44DD57-AB42-4DDA-A06C-11DAF017173D
ALF-045762.KS,"Glass Ceramic Rod;Diameter (mm), 6.4;Length (mm), 300",THEM,,1each                    ,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,6914100000,Ambient,Air/Sea/Road,360,44089EE0-FED6-4202-A074-E676454EF8D6
ALF-045780.06,"Sodium hydroxide, beads/pellets, 99.99% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,2.13,,316?,,1823,8,II,2815110000,Ambient,Air/Sea/Road,36,BAE7C46A-6E6D-4DF6-B114-387FD5C2F63C
ALF-045780.14,"Sodium hydroxide, beads/pellets, 99.99% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,2.13,,316?,,1823,8,II,2815110000,Ambient,Air/Sea/Road,36,9CE1F461-9B98-4FB2-A21A-783611FA59F5
ALF-045780.22,"Sodium hydroxide, beads/pellets, 99.99% (metals basis)",THEM,,250g,,8400,10080,11090,12760,,,2.13,,316?,,1823,8,II,2815110000,Ambient,Air/Sea/Road,36,ADFB5590-0FC2-495A-89E8-3D21095EB79E
ALF-045782.18,Polyvinylpyrrolidone-iodine complex,THEM,,1kg,,26020,31230,34360,39520,,,,,300? dec.,,,,,3905999097,Ambient,Air/Sea/Road,24,9E5FF80D-D5B9-4088-A42A-EB9405D46918
ALF-045782.30,Polyvinylpyrrolidone-iodine complex,THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,300? dec.,,,,,3905999097,Ambient,Air/Sea/Road,24,7898391B-269C-493C-A597-1791CFD46BF3
ALF-045782.A1,Polyvinylpyrrolidone-iodine complex,THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,300? dec.,,,,,3905999097,Ambient,Air/Sea/Road,24,8B4DDF03-3093-4170-B9C3-A835235BD196
ALF-045788.22,"Pyromellitic dianhydride, 98%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,1.68,380?(716?F),284-288?,305-310?/30mm,,,,2917399590,Ambient,Air/Sea/Road,24,FE372165-3724-4E1D-9DD4-182D0C4E38A5
ALF-045788.36,"Pyromellitic dianhydride, 98%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,1.68,380?(716?F),284-288?,305-310?/30mm,,,,2917399590,Ambient,Air/Sea/Road,24,FADD2D1E-F106-4055-ABAF-31B8E31DE4B1
ALF-045788.A3,"Pyromellitic dianhydride, 98%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,1.68,380?(716?F),284-288?,305-310?/30mm,,,,2917399590,Ambient,Air/Sea/Road,24,254D7A05-394E-4249-A724-580D6A1AA723
ALF-045791.KS,"Magnesium Oxide Rectangular Tray;Length (mm), 100;Width (mm), 100;Height (mm), 25.4",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,45E55748-C535-4C57-9273-E518BD66D502
ALF-045792.03,"Bis(tricyclohexylphosphine)palladium(0), 97% min",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2843909000,Ambient,Air/Sea/Road,60,0C12CE8C-2370-48C8-898F-439CFE82D3A4
ALF-045792.MD,"Bis(tricyclohexylphosphine)palladium(0), 97% min",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2843909000,Ambient,Air/Sea/Road,60,DECB86A3-14A9-4DAC-BBC9-60FE7B867FC4
ALF-045793.N6,"Copper tubing, 6.35mm (0.25in) OD, 4.72mm (0.186in) ID",THEM,,5g,,2470,2970,3270,3770,,,,,,,,,,,Ambient,Air/Sea/Road,360,27300D19-54EB-4BEF-A456-32887A977111
ALF-045794.06,"Molybdenum nanopowder, APS 60-80nm, 99% (metals basis)",THEM,,25g,,7370,8850,9740,11210,,,,,,,3089,4.1,III,8102100000,Ambient,Air/Sea/Road,60,F2A53560-40DD-4228-9EB5-FEF2B3E2BF2E
ALF-045794.14,"Molybdenum nanopowder, APS 60-80nm, 99% (metals basis)",THEM,,100g,,24040,28850,31740,36510,,,,,,,3089,4.1,III,8102100000,Ambient,Air/Sea/Road,60,7F87E953-A836-4655-BCDA-326BD53D1D4C
ALF-045795.03,"Silica gel, HPLC/UHPLC grade, spherical, 1.6 micron APS, 110 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220090,Ambient,Air/Sea/Road,60,DD8FFFBF-312B-48D0-8018-CFE8ECF8CB39
ALF-045795.06,"Silica gel, HPLC/UHPLC grade, spherical, 1.6 micron APS, 110 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220090,Ambient,Air/Sea/Road,60,D6980F76-C878-4E6C-9803-7D9D3CB34ECA
ALF-045797.03,"Silica gel, HPLC grade, spherical, 2.2 micron APS, 80 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,28B1A12E-99CF-494B-A019-D2A5342D772B
ALF-045797.06,"Silica gel, HPLC grade, spherical, 2.2 micron APS, 80 angstroms, 99.99+%",THEM,,1g,,4410,5300,5830,6710,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,445988D0-9158-4844-B09A-CBE6181258F9
ALF-045803.03,"Silica gel, HPLC grade, spherical, 3 micron APS, 120 angstroms, 99.99+%",THEM,,5g,,16900,20280,22310,25660,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,26A2951D-14C8-4B18-8599-CADA0BECA5AF
ALF-045803.06,"Silica gel, HPLC grade, spherical, 3 micron APS, 120 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,3A341B0A-50A9-46B3-954B-85ABE3A515C4
ALF-045804.03,"Silica gel, HPLC grade, spherical, 3 micron APS, 260 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,17CD6F91-7542-4446-BEF5-877FC79BE919
ALF-045804.06,"Silica gel, HPLC grade, spherical, 3 micron APS, 260 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,F2866493-3C1B-4084-B6F8-482A4434E30E
ALF-045805.AK,"Dipentene, tech.",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,0.85,43?(109?F),,170-180?,2052,3,III,2902190000,Ambient,Air/Sea/Road,60,607067B5-17B6-4F56-811F-07979C89FCD8
ALF-045806.0B,"Cobalt(II,III) oxide, 99.7% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,6.11,,900? dec.,,,,,2822000000,Ambient,Air/Sea/Road,120,67E0E74C-7FCC-4E17-BBD4-C415AA1BFBA7
ALF-045806.18,"Cobalt(II,III) oxide, 99.7% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,6.11,,900? dec.,,,,,2822000000,Ambient,Air/Sea/Road,120,B58CD0D6-426A-4B2A-83D9-B1661590F035
ALF-045806.30,"Cobalt(II,III) oxide, 99.7% (metals basis)",THEM,,1kg,,3420,4110,4530,5210,,,6.11,,900? dec.,,,,,2822000000,Ambient,Air/Sea/Road,120,C0382930-BDFF-46D7-A85D-CA75A92F0531
ALF-045809.06,"Silica gel, HPLC grade, spherical, 5 micron APS, 70 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,A6634922-6338-4E08-8B45-5EFBD7FC1555
ALF-045809.14,"Silica gel, HPLC grade, spherical, 5 micron APS, 70 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,597392B1-1D47-419D-9F91-2672A4E97021
ALF-045810.06,"Silica gel, HPLC grade, spherical, 5 micron APS, 120 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,20EFDFA5-4664-4F5C-BE3A-157BFA316180
ALF-045810.14,"Silica gel, HPLC grade, spherical, 5 micron APS, 120 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,83D8F658-1AF7-4BDC-9E58-F636B20DAADD
ALF-045813.KS,"Sapphire Optical Window, 50.8mm (2.0in) dia x 1mm (0.04in) thick",THEM,,25g,,2210,2660,2930,3370,,,,,,,,,,,Ambient,Air/Sea/Road,,D23A3612-DEB7-4938-BCB3-21CE7400A5DF
ALF-045814.03,"Bis(tri-o-tolylphosphine)palladium(0), Pd 14.9%",THEM,,100g,,6690,8030,8840,10170,,,,,220-225?,,,,,2843909000,Ambient,Air/Sea/Road,60,A52147FD-C6EC-4F5B-BE56-50F14027B8F6
ALF-045814.MD,"Bis(tri-o-tolylphosphine)palladium(0), Pd 14.9%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,220-225?,,,,,2843909000,Ambient,Air/Sea/Road,60,CB11883C-F5A8-4C97-9C78-14654EB0CDB2
ALF-045816.06,"Silica gel, preparative chromatography grade, spherical, 7.5 micron APS, 120 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,E1F9D957-DD22-403F-A170-708C87440153
ALF-045816.14,"Silica gel, preparative chromatography grade, spherical, 7.5 micron APS, 120 angstroms, 99.99+%",THEM,,75x75mm,,5440,6530,7190,8270,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,D5FDD52F-C06A-456D-A0B7-8342C9DF840F
ALF-045819.06,"Silica gel, preparative chromatography grade, spherical, 10 micron APS, 60 angstroms, 99.99+%",THEM,,150x150mm,,20130,24160,26580,30570,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,BAC9CFB6-65C5-444A-9813-09D66095B3DD
ALF-045819.14,"Silica gel, preparative chromatography grade, spherical, 10 micron APS, 60 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,9366DE71-5713-4938-99BF-65C87C08146A
ALF-045822.03,"Gold nanopowder, APS 20-25nm, 99.95+% (metals basis)",THEM,,25g,,8250,9900,10890,12530,,,,,,,,,,7108110000,Ambient,Air/Sea/Road,60,5E25BE7D-5067-4410-B313-E55C9FE88924
ALF-045827.KS,"Magnesium Oxide Rectangular Tray;Length (mm), 100;Width (mm), 50;Height (mm), 12.7",THEM,,100g,,26250,31500,34650,39850,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,286B8A07-0BFF-4522-8EE8-0B705B149B42
ALF-045832.14,"Silica gel, preparative chromatography grade, spherical, 20 micron APS, 150 angstroms, 99.99+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,A626A15E-7440-4C1A-9C8A-6E4A1E539645
ALF-045832.22,"Silica gel, preparative chromatography grade, spherical, 20 micron APS, 150 angstroms, 99.99+%",THEM,,1kg,,7680,9220,10150,11680,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,6B83E60C-7471-40D4-B835-4E626664FDF5
ALF-045836.14,"Silica gel, preparative chromatography grade, spherical, 50 micron APS, 60 angstroms, 99.9+%",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,2811220010,Ambient,Air/Sea/Road,60,6939DA09-C088-4436-9562-164ACAC93B60
ALF-045839.QA,"Silver, Fixing Bath, Test Strips",THEM,,75x75mm,,2170,2610,2880,3320,,,,,,,,,,3822000000,Ambient,Air/Sea/Road,24,3A317FA2-B269-4782-A5F6-80F886E80074
ALF-045841.22,"Gallium metal, packaged in polyethylene bottle, 99.9% (metals basis)",THEM,,150x150mm,,7140,8570,9430,10850,,,,,,,2803,8,III,8112928900,Ambient,Air/Sea/Road,60,19827215-FD1B-474F-9A9D-62F2FE285273
ALF-045841.36,"Gallium metal, packaged in polyethylene bottle, 99.9% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,2803,8,III,8112928900,Ambient,Air/Sea/Road,60,446D3FA6-7991-4788-8C2A-E1401EB4AE82
ALF-045842.03,"Potassium, solid, 99% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,2257,4.3,I,2805199090,Ambient,Air/Sea/Road,60,125527C2-94F2-49EB-93A8-1BB3DCCC5436
ALF-045842.06,"Potassium, solid, 99% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,2257,4.3,I,2805199090,Ambient,Air/Sea/Road,60,8DB40381-DFE6-41DB-BD6D-05DF3CED3323
ALF-045844.K2,"Ethanol, denatured, 91.6%, 3.7% methanol, 1.9% MIBK, 1% heptane, 1% ethyl acetate, 1% toluene (v/v)",THEM,,1kg,,6800,8160,8980,10330,,,0.789,8?(46?F),-130?,78?,1170,3,III,2207200090,Ambient,Air/Sea/Road,60,FECB2849-3795-4F66-9B12-2B045B555B1A
ALF-045844.K7,"Ethanol, denatured, 91.6%, 3.7% methanol, 1.9% MIBK, 1% heptane, 1% ethyl acetate, 1% toluene (v/v)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,0.789,8?(46?F),-130?,78?,1170,3,III,2207200090,Ambient,Air/Sea/Road,60,89F82EF8-61AD-41B0-9D85-C8A1084285D6
ALF-045844.M1,"Ethanol, denatured, 91.6%, 3.7% methanol, 1.9% MIBK, 1% heptane, 1% ethyl acetate, 1% toluene (v/v)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,0.789,8?(46?F),-130?,78?,1170,3,III,2207200090,Ambient,Air/Sea/Road,60,F6E00B1F-15CE-4FFA-86C5-6D64A99DA0FB
ALF-045847.22,"Hydroxypropyl methylcellulose, 28-30% methoxyl, 7-12% hydroxypropyl, viscosity (2% aq. soln., 20?C) 7500-14000 mPa.s",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,3912398590,Ambient,Air/Sea/Road,60,D791720F-DACF-4CD8-9464-BFAAA8A14420
ALF-045847.36,"Hydroxypropyl methylcellulose, 28-30% methoxyl, 7-12% hydroxypropyl, viscosity (2% aq. soln., 20?C) 7500-14000 mPa.s",THEM,,1kg,,3740,4490,4940,5690,,,,,,,,,,3912398590,Ambient,Air/Sea/Road,60,D31F8415-E7ED-4404-86E1-DBEBA4675F8B
ALF-045847.A4,"Hydroxypropyl methylcellulose, 28-30% methoxyl, 7-12% hydroxypropyl, viscosity (2% aq. soln., 20?C) 7500-14000 mPa.s",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,3912398590,Ambient,Air/Sea/Road,60,B79DAD37-C59D-4D8C-B7BF-1F9F39D75F87
ALF-045849.22,"Zinc oxide, NanoArc^t ZN-0605",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,1975?,,3077,9,III,2817000000,Ambient,Air/Sea/Road,60,C0971D74-C576-4AD0-B169-1DAB1D6957E0
ALF-045849.36,"Zinc oxide, NanoArc^t ZN-0605",THEM,,1g,,4750,5700,6270,7220,,,,,1975?,,3077,9,III,2817000000,Ambient,Air/Sea/Road,60,98A8775A-630C-49B7-8060-1ADFF49BD95A
ALF-045850.KS,"Boron Nitride Rod;Diameter (mm), 6.4;Length (mm), 300",THEM,,5g,,16750,20100,22110,25430,,,2.25,,2700?,,,,,2850002090,Ambient,Air/Sea/Road,360,D31471C5-D0A5-43AD-BC6D-CDE17FB28ACD
ALF-045852.G9,"Silver wire, 0.404mm (0.0159in) dia, annealed, 99.9% (metals basis)",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,7106920000,Ambient,Air/Sea/Road,360,B170B5BB-DC56-46F6-AB1E-D7E74DF7CBC7
ALF-045852.H4,"Silver wire, 0.404mm (0.0159in) dia, annealed, 99.9% (metals basis)",THEM,,1each                    ,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,7106920000,Ambient,Air/Sea/Road,360,360DF71E-C811-403E-9DE0-7EAFB4794136
ALF-045853.03,"Bis(di-tert-butyl-phenylphosphine)palladium(0), 98%",THEM,,1g,,6990,8390,9230,10620,,,,,,,,,,2843909000,Ambient,Air/Sea/Road,36,51C338F5-3B90-45CC-900A-F985CDD09923
ALF-045853.MD,"Bis(di-tert-butyl-phenylphosphine)palladium(0), 98%",THEM,,5g,,32740,39290,43220,49710,,,,,,,,,,2843909000,Ambient,Air/Sea/Road,36,3C23C6D0-6355-4E95-A680-F6DEE03D4E4C
ALF-045854.KS,"Magnesium Oxide Crucible, Cylindrical, Flat Base;OD (mm), 32;Height (mm), 32",THEM,,250mg,,2640,3170,3490,4020,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,19EE1CC0-C1BF-4638-814F-8D9464088BE8
ALF-045856.KS,"Cesium iodide Optical Window, 25.4mm (1.0in) dia x 2mm (0.08in) thick",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,Ambient,Air/Sea/Road,,1BBF9DC7-469D-4149-BA97-E24846EEB40A
ALF-045862.14,"Zeolite Y, sodium",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,3824991510,Ambient,Air/Sea/Road,36,E2309667-C4E3-4B86-901B-FA2EFA00E84A
ALF-045862.22,"Zeolite Y, sodium",THEM,,1g,,3950,4740,5220,6010,,,,,,,,,,3824991510,Ambient,Air/Sea/Road,36,610DFF4D-5DD4-46FF-BAD4-A43B4E63B74B
ALF-045862.36,"Zeolite Y, sodium",THEM,,5g,,12270,14730,16210,18650,,,,,,,,,,3824991510,Ambient,Air/Sea/Road,36,E126E16E-F9AB-434B-B8A5-1AA15CF9D44B
ALF-045863.14,"Zeolite Y, ammonium",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,3824999699,Ambient,Air/Sea/Road,60,865F1651-2FDE-404E-914E-2EFBC3E2C70D
ALF-045863.22,"Zeolite Y, ammonium",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,3824999699,Ambient,Air/Sea/Road,60,1FD9FE0C-8525-42C0-852D-C1A647B346B7
ALF-045863.36,"Zeolite Y, ammonium",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,3824999699,Ambient,Air/Sea/Road,60,83F210A5-2284-446E-9603-F7AB3C449F18
ALF-045865.KS,"Magnesium Oxide Rectangular Tray;Length (mm), 150;Width (mm), 75;Height (mm), 25.4",THEM,,1each,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,6903909090,Ambient,Air/Sea/Road,360,63613917-7557-48C9-964A-20BD135EC98B
